x,y,id,opacity,fill,fill-opacity,fill-rule,stroke,stroke-width
15.53357086722523,26.144539845125493,1,0.5,#ff35cc,1,nonzero,none,0.352777
17.059175699867417,25.560286849102198,2,0.5,#ff35cc,1,nonzero,none,0.352778
16.538064322745704,24.64962262363032,3,0.5,#ff35cc,1,nonzero,none,0.352778
18.224797655590947,25.053555014435588,4,0.5,#ff35cc,1,nonzero,none,0.352777
18.306541142341693,24.049809549877267,5,0.5,#ff35cc,1,nonzero,none,0.352779
17.432520597091504,24.049809549877267,6,0.5,#ff35cc,1,nonzero,none,0.352779
22.75235627997273,34.65754487678761,7,0.5,#ffcc00,1,nonzero,none,0.352778
23.52184027681492,29.026373551558052,8,0.5,#ffcc00,1,nonzero,none,0.352777
20.848690744246333,21.97017395353859,9,0.5,#ffcc00,1,nonzero,none,0.352777
21.28151080548399,27.263622606466058,10,0.5,#02facc,1,nonzero,none,0.352778
22.733625952367433,26.922587531973065,11,0.5,#02facc,1,nonzero,none,0.352779
21.784150802250103,29.795661166495833,12,0.5,#02facc,1,nonzero,none,0.352779
22.733625952367433,28.605090743326457,13,0.5,#02facc,1,nonzero,none,0.352779
20.03571786866481,26.042397406657372,14,0.5,#02facc,1,nonzero,none,0.352779
20.44036971652462,32.03402379079493,15,0.5,#ffcc00,1,nonzero,none,0.352778
18.51665972441915,31.812393971477306,16,0.5,#ccf800,1,nonzero,none,0.352778
18.10991006161575,29.026373551558052,17,0.5,#ccf800,1,nonzero,none,0.352779
24.995963088080664,35.597445842258395,18,0.5,#ffcc00,1,nonzero,none,0.352778
26.38519968275903,34.020008743373026,19,0.5,#ffcc00,1,nonzero,none,0.352778
28.004339227907444,41.573884451722364,20,0.5,#ffcc00,1,nonzero,none,0.352777
27.507593418098097,40.00210854930869,21,0.5,#ffcc00,1,nonzero,none,0.352777
31.185237546923943,36.93004440631016,22,0.5,#ffcc00,1,nonzero,none,0.352778
26.423319683830073,38.94206319759516,23,0.5,#ffcc00,1,nonzero,none,0.352778
24.371102270931083,40.96199890386863,24,0.5,#ffcc00,1,nonzero,none,0.352779
16.943895692438943,37.76356524852646,25,0.5,#ff6300,1,nonzero,none,0.352778
19.734157255709192,36.71652860359896,26,0.5,#ff6300,1,nonzero,none,0.352778
21.36351380985282,38.049510420796764,27,0.5,#ff6300,1,nonzero,none,0.352778
23.20508676101749,39.04966973091702,28,0.5,#ff6300,1,nonzero,none,0.352778
22.163257560964134,37.76356524852646,29,0.5,#ff6300,1,nonzero,none,0.352777
21.36351380985282,36.93004440631016,30,0.5,#ff6300,1,nonzero,none,0.352778
18.647526188879496,34.20089875326521,31,0.5,#ff6300,1,nonzero,none,0.352778
21.213782410846804,33.2526976196599,32,0.5,#ff6300,1,nonzero,none,0.352777
31.631679716453483,38.882648009867026,33,0.5,#33f800,1,nonzero,none,0.352778
31.942146061472478,45.03544876705479,34,0.5,#33f800,1,nonzero,none,0.352778
31.43950492396958,44.08914199899996,35,0.5,#33f800,1,nonzero,none,0.352778
31.7126355244557,42.89781601962838,36,0.5,#33f800,1,nonzero,none,0.352778
34.726121024332684,41.9449008723266,37,0.5,#33f800,1,nonzero,none,0.352777
29.169961183630974,45.03544876705479,38,0.5,#33f800,1,nonzero,none,0.352777
29.473744522207888,39.04966973091702,39,0.5,#33f800,1,nonzero,none,0.352778
29.027304063783532,38.049510420796764,40,0.5,#33f800,1,nonzero,none,0.352778
25.393674122985487,37.09735630474216,41,0.5,#33f800,1,nonzero,none,0.352778
25.678594808490303,39.04966973091702,42,0.5,#33f800,1,nonzero,none,0.352778
25.393674122985487,39.70710765270165,43,0.5,#33f800,1,nonzero,none,0.352778
30.948655582590554,34.11535665106612,44,0.5,#33f800,1,nonzero,none,0.352778
27.588943350658774,32.006298163200455,45,0.5,#33f800,1,nonzero,none,0.352779
24.995963088080664,33.082002143452726,46,0.5,#33f800,1,nonzero,none,0.352778
24.791213954039875,32.13379553480247,47,0.5,#33f800,1,nonzero,none,0.352777
23.99186261638185,26.04268210899444,48,0.5,#33f800,1,nonzero,none,0.352778
23.625591427947967,28.0262142414378,49,0.5,#33f800,1,nonzero,none,0.352777
24.995963088080664,30.264483789972843,50,0.5,#33f800,1,nonzero,none,0.352779
12.160364289521233,17.649071382417787,51,0.5,#33f800,1,nonzero,none,0.352778
12.515630219842997,13.267978743849767,52,0.5,#33f800,1,nonzero,none,0.352778
11.449042468655612,12.35713384189475,53,0.5,#33f800,1,nonzero,none,0.352778
8.6210533177676,10.904938396094622,54,0.5,#33f800,1,nonzero,none,0.352777
7.008989192514534,8,55,0.5,#33f800,1,nonzero,none,0.352778
10.754228249773984,17.88314597889226,56,0.5,#33f800,1,nonzero,none,0.352777
10.630436064472203,16.38305483992538,57,0.5,#33f800,1,nonzero,none,0.352779
12.515630219842997,15.264158230112898,58,0.5,#33f800,1,nonzero,none,0.352778
6.2898082655837655,12.148895982509217,59,0.5,#33f800,1,nonzero,none,0.352777
5,10.118585066067581,60,0.5,#33f800,1,nonzero,none,0.352778
11.449042468655612,14.145256145255473,61,0.5,#33f800,1,nonzero,none,0.352778
10.183600340752594,14.761664080232634,62,0.5,#33f800,1,nonzero,none,0.352778
8.075576373333533,13.59749979882632,63,0.5,#33f800,1,nonzero,none,0.352777
9.34062608778326,12.148895982509217,64,0.5,#33f800,1,nonzero,none,0.352778
17.27021371579182,39.168122328272176,65,0.5,#ff2866,1,nonzero,none,0.352779
19.056374807363262,36.93061381098428,66,0.5,#ff2866,1,nonzero,none,0.352778
20.76786726171092,43.92965941483734,67,0.5,#ff2866,1,nonzero,none,0.352779
23.514114066584973,32.748517155936995,68,0.5,#ff2866,1,nonzero,none,0.352777
20.61892240071665,34.98678122942711,69,0.5,#ff2866,1,nonzero,none,0.352778
19.845901549479358,33.40596055276656,70,0.5,#ff2866,1,nonzero,none,0.352779
25.083342384906864,41.94518557466367,71,0.5,#ff2866,1,nonzero,none,0.352777
24.487955354383047,38.7240195327156,72,0.5,#ff2866,1,nonzero,none,0.352778
9.241198899425449,20.23770000698481,73,0.5,#cc3aff,1,nonzero,none,0.352777
8.075576373333533,12.023835005907102,74,0.5,#cc3aff,1,nonzero,none,0.352777
8.422590784136865,14.595113213047796,75,0.5,#cc3aff,1,nonzero,none,0.352778
8.859994325767833,16.047303183802967,76,0.5,#cc3aff,1,nonzero,none,0.352777
11.412349529299853,19.97148689669129,77,0.5,#cc3aff,1,nonzero,none,0.352779
11.412731676122092,18.852327484721513,78,0.5,#cc3aff,1,nonzero,none,0.352777
8.77903623629205,17.16638594514353,79,0.5,#cc3aff,1,nonzero,none,0.352778
10.026008694944647,17.16638594514353,80,0.5,#cc3aff,1,nonzero,none,0.352779
16.70023887857858,19.88705075357082,81,0.5,#ccf800,1,nonzero,none,0.352778
17.29523292528072,20.85127734372611,82,0.5,#ccf800,1,nonzero,none,0.352778
15.967695931342405,20.3193657773638,83,0.5,#ccf800,1,nonzero,none,0.352778
19.81354283952988,23.058421261756692,84,0.5,#ccf800,1,nonzero,none,0.352778
14.36820842911979,19.00204258870474,85,0.5,#ccf800,1,nonzero,none,0.352777
13.32637865869804,19.20046916755132,86,0.5,#ccf800,1,nonzero,none,0.352778
16.585876023523483,30.886930699522836,87,0.5,#6333ff,1,nonzero,none,0.352779
17.736172750938394,30.886930699522836,88,0.5,#6333ff,1,nonzero,none,0.352777
19.274353636242644,26.906753701996124,89,0.5,#6333ff,1,nonzero,none,0.352778
15.40414173111121,22.840092894540064,90,0.5,#6333ff,1,nonzero,none,0.352778
17.29523292528072,27.16176487033499,91,0.5,#6333ff,1,nonzero,none,0.352778
17.654429264187648,26.679747388543873,92,0.5,#6333ff,1,nonzero,none,0.352778
19.27553315807606,29.349006999995538,93,0.5,#6333ff,1,nonzero,none,0.352779
18.109517648162466,28.280661480147472,94,0.5,#6333ff,1,nonzero,none,0.352777
19.465349477261512,30.914842478645383,95,0.5,#6333ff,1,nonzero,none,0.352778
21.189810397724514,24.050094252214322,96,0.5,#33f800,1,nonzero,none,0.352778
13.45135036583325,21.0059473633833,97,0.5,#33f800,1,nonzero,none,0.352778
10.40682142551736,13.025790130768854,98,0.5,#33f800,1,nonzero,none,0.352777
10.183600340752594,10.904938396094622,99,0.5,#33f800,1,nonzero,none,0.352778
13.202585332659481,26.172637775776153,100,0.5,#0063ff,1,nonzero,none,0.352777
18.299726951169603,21.240876066868978,101,0.5,#0063ff,1,nonzero,none,0.352779
24.791213954039875,27.907011562925362,102,0.5,#0063ff,1,nonzero,none,0.352778
26.16197916836265,29.026373551558052,103,0.5,#0063ff,1,nonzero,none,0.352777
22.75235627997273,30.14574101523567,104,0.5,#0063ff,1,nonzero,none,0.352778
31.185237546923943,40.14866455235945,105,0.5,#0063ff,1,nonzero,none,0.352778
26.423319683830073,40.96199890386863,106,0.5,#0063ff,1,nonzero,none,0.352778
30.27348998442438,46.996916468375375,107,0.5,#0063ff,1,nonzero,none,0.352777
30.776129981190493,50.06859735822786,108,0.5,#0063ff,1,nonzero,none,0.352778
36.16998579243448,37.043219060339666,109,0.5,#00ccff,1,nonzero,none,0.352777
35.11046946856371,50.89985153183751,110,0.5,#00ccff,1,nonzero,none,0.352777
20.19749887030762,40.989445304171,111,0.5,#ff6300,1,nonzero,none,0.352779
20.440762129977905,39.335620378232264,112,0.5,#ff6300,1,nonzero,none,0.352778
28.444492515553378,43.06398363366716,113,0.5,#ffcc00,1,nonzero,none,0.352777
27.129665040480702,34.98603114826983,114,0.5,#02facc,1,nonzero,none,0.352778
27.76146838169045,36.10539861194745,115,0.5,#ffcc00,1,nonzero,none,0.352777
22.944139229371736,36.485941610753585,116,0.5,#ffcc00,1,nonzero,none,0.352778
24.50511374670164,34.65754487678761,117,0.5,#ffcc00,1,nonzero,none,0.352778
28.927876305057325,35.8119033526999,118,0.5,#33f800,1,nonzero,none,0.352778
30.02548753378992,36.16212555260827,119,0.5,#33f800,1,nonzero,none,0.352779
16.699193393317138,35.924136298999116,120,0.5,#ff35cc,1,nonzero,none,0.352777
60,88,121,0.5,#ff2300,1,nonzero,none,0.352777
52.3609705786769,78.04838091902491,122,0.5,#ff2300,1,nonzero,none,0.352778
50.02933311303978,86.88110284268303,123,0.5,#ff2300,1,nonzero,none,0.352777
51.19495506876329,81.11930734768416,124,0.5,#ff2300,1,nonzero,none,0.352778
46.515960784621996,76.92891380952929,125,0.5,#ff2300,1,nonzero,none,0.352777
43.63884580418241,70.04860714788197,126,0.5,#ff2300,1,nonzero,none,0.352779
46.39413579990216,68.92914113339535,127,0.5,#ff2300,1,nonzero,none,0.352777
48.32884819827781,59.02505310759378,128,0.5,#ff2300,1,nonzero,none,0.352778
50.02933311303978,88,129,0.5,#ff2300,1,nonzero,none,0.352777
45.22812028998855,86.88110284268303,130,0.5,#ff2300,1,nonzero,none,0.352778
42.10302624401857,78.04838091902491,131,0.5,#ff2300,1,nonzero,none,0.352778
45.22812028998855,80.00022622885707,132,0.5,#ff2300,1,nonzero,none,0.352778
40.10503717630064,70.85759650372391,133,0.5,#ff2300,1,nonzero,none,0.352778
45.22812028998855,59.02505310759378,134,0.5,#00ccff,1,nonzero,none,0.352778
36.54725596492819,63.1203828928881,135,0.5,#00ccff,1,nonzero,none,0.352778
32.60552043388318,56.073050130154826,136,0.5,#00ccff,1,nonzero,none,0.352778
31.43950492396958,53.07068166677506,137,0.5,#00ccff,1,nonzero,none,0.352778
39.37446371111998,60.88183411706093,138,0.5,#00ccff,1,nonzero,none,0.352777
35.70389215034753,59.02505310759378,139,0.5,#00ccff,1,nonzero,none,0.352777
35.11046946856371,50.89985153183751,140,0.5,#00ccff,1,nonzero,none,0.352777
43.26904175393216,68.0957226745195,141,0.5,#0063ff,1,nonzero,none,0.352778
36.27609142428724,57.905971988766694,142,0.5,#0063ff,1,nonzero,none,0.352777
39.77138877838146,54.19014768126167,143,0.5,#0063ff,1,nonzero,none,0.352777
36.86990766026112,56.073050130154826,144,0.5,#0063ff,1,nonzero,none,0.352779
34.215226085837784,56.073050130154826,145,0.5,#0063ff,1,nonzero,none,0.352778
35.11046946856371,54.19014768126167,146,0.5,#0063ff,1,nonzero,none,0.352777
20.773762019036077,28.229924238654974,147,0.5,#ff35cc,1,nonzero,none,0.352777
